hostGroup,hostName,parasiteName,parType,parPhylum,prevalence,hostsSampled,samplingType,hostEnvironment,citation,parTransClose,nonclose,vector,intermediate,ParasiteTraitsCitation
ungulates,Diceros_bicornis,Leptospira interrogans,Bacteria,Spirochaetes,0.06,34,Serology,terrestrial,Fischer-Tenhagen et al 2000,1,1,0,0,"Lehmann JS, Matthias MA, Vinetz JM, Fouts DE. Leptospiral Pathogenomics.Pathogens. 2014;3(2):280-308. ;Båverud V, Gunnarsson A, Engvall EO, Franzén P, Egenvall A. Leptospiraseroprevalence and associations between seropositivity, clinical disease and host factors in horses. Acta Veterinaria Scandinavica. 2009;51(1):15. ;;Lehmann JS, Matthias MA, Vinetz JM, Fouts DE. Leptospiral Pathogenomics.Pathogens. 2014;3(2):280-308."
ungulates,Diceros_bicornis,Leptospira interrogans,Bacteria,Spirochaetes,0.03,34,Serology,terrestrial,Fischer-Tenhagen et al 2000,1,1,0,0,"Lehmann JS, Matthias MA, Vinetz JM, Fouts DE. Leptospiral Pathogenomics.Pathogens. 2014;3(2):280-308. ;Båverud V, Gunnarsson A, Engvall EO, Franzén P, Egenvall A. Leptospiraseroprevalence and associations between seropositivity, clinical disease and host factors in horses. Acta Veterinaria Scandinavica. 2009;51(1):15. ;;Lehmann JS, Matthias MA, Vinetz JM, Fouts DE. Leptospiral Pathogenomics.Pathogens. 2014;3(2):280-308."
ungulates,Diceros_bicornis,Leptospira interrogans,Bacteria,Spirochaetes,0.03,34,Serology,terrestrial,Fischer-Tenhagen et al 2000,1,1,0,0,"Lehmann JS, Matthias MA, Vinetz JM, Fouts DE. Leptospiral Pathogenomics.Pathogens. 2014;3(2):280-308. ;Båverud V, Gunnarsson A, Engvall EO, Franzén P, Egenvall A. Leptospiraseroprevalence and associations between seropositivity, clinical disease and host factors in horses. Acta Veterinaria Scandinavica. 2009;51(1):15. ;;Lehmann JS, Matthias MA, Vinetz JM, Fouts DE. Leptospiral Pathogenomics.Pathogens. 2014;3(2):280-308."
ungulates,Diceros_bicornis,Leptospira interrogans,Bacteria,Spirochaetes,0.09,34,Serology,terrestrial,Fischer-Tenhagen et al 2000,1,1,0,0,"Lehmann JS, Matthias MA, Vinetz JM, Fouts DE. Leptospiral Pathogenomics.Pathogens. 2014;3(2):280-308. ;Båverud V, Gunnarsson A, Engvall EO, Franzén P, Egenvall A. Leptospiraseroprevalence and associations between seropositivity, clinical disease and host factors in horses. Acta Veterinaria Scandinavica. 2009;51(1):15. ;;Lehmann JS, Matthias MA, Vinetz JM, Fouts DE. Leptospiral Pathogenomics.Pathogens. 2014;3(2):280-308."
ungulates,Diceros_bicornis,Leptospira interrogans,Bacteria,Spirochaetes,0.04,49,Serology,terrestrial,Fischer-Tenhagen et al 2000,1,1,0,0,"Lehmann JS, Matthias MA, Vinetz JM, Fouts DE. Leptospiral Pathogenomics.Pathogens. 2014;3(2):280-308. ;Båverud V, Gunnarsson A, Engvall EO, Franzén P, Egenvall A. Leptospiraseroprevalence and associations between seropositivity, clinical disease and host factors in horses. Acta Veterinaria Scandinavica. 2009;51(1):15. ;;Lehmann JS, Matthias MA, Vinetz JM, Fouts DE. Leptospiral Pathogenomics.Pathogens. 2014;3(2):280-308."
ungulates,Diceros_bicornis,Leptospira interrogans,Bacteria,Spirochaetes,0.04,49,Serology,terrestrial,Fischer-Tenhagen et al 2000,1,1,0,0,"Lehmann JS, Matthias MA, Vinetz JM, Fouts DE. Leptospiral Pathogenomics.Pathogens. 2014;3(2):280-308. ;Båverud V, Gunnarsson A, Engvall EO, Franzén P, Egenvall A. Leptospiraseroprevalence and associations between seropositivity, clinical disease and host factors in horses. Acta Veterinaria Scandinavica. 2009;51(1):15. ;;Lehmann JS, Matthias MA, Vinetz JM, Fouts DE. Leptospiral Pathogenomics.Pathogens. 2014;3(2):280-308."
ungulates,Diceros_bicornis,Leptospira interrogans,Bacteria,Spirochaetes,0.14,21,Serology,terrestrial,Fischer-Tenhagen et al 2000,1,1,0,0,"Lehmann JS, Matthias MA, Vinetz JM, Fouts DE. Leptospiral Pathogenomics.Pathogens. 2014;3(2):280-308. ;Båverud V, Gunnarsson A, Engvall EO, Franzén P, Egenvall A. Leptospiraseroprevalence and associations between seropositivity, clinical disease and host factors in horses. Acta Veterinaria Scandinavica. 2009;51(1):15. ;;Lehmann JS, Matthias MA, Vinetz JM, Fouts DE. Leptospiral Pathogenomics.Pathogens. 2014;3(2):280-308."
ungulates,Diceros_bicornis,Leptospira interrogans,Bacteria,Spirochaetes,0.05,21,Serology,terrestrial,Fischer-Tenhagen et al 2000,1,1,0,0,"Lehmann JS, Matthias MA, Vinetz JM, Fouts DE. Leptospiral Pathogenomics.Pathogens. 2014;3(2):280-308. ;Båverud V, Gunnarsson A, Engvall EO, Franzén P, Egenvall A. Leptospiraseroprevalence and associations between seropositivity, clinical disease and host factors in horses. Acta Veterinaria Scandinavica. 2009;51(1):15. ;;Lehmann JS, Matthias MA, Vinetz JM, Fouts DE. Leptospiral Pathogenomics.Pathogens. 2014;3(2):280-308."
ungulates,Diceros_bicornis,Leptospira interrogans,Bacteria,Spirochaetes,0.1,21,Serology,terrestrial,Fischer-Tenhagen et al 2000,1,1,0,0,"Lehmann JS, Matthias MA, Vinetz JM, Fouts DE. Leptospiral Pathogenomics.Pathogens. 2014;3(2):280-308. ;Båverud V, Gunnarsson A, Engvall EO, Franzén P, Egenvall A. Leptospiraseroprevalence and associations between seropositivity, clinical disease and host factors in horses. Acta Veterinaria Scandinavica. 2009;51(1):15. ;;Lehmann JS, Matthias MA, Vinetz JM, Fouts DE. Leptospiral Pathogenomics.Pathogens. 2014;3(2):280-308."
ungulates,Diceros_bicornis,Nairovirus Crimean-Congo hemorrhagic fever nairovirus,Virus,RNA virus,0.6,5,Serology,terrestrial,Shepherd et al 1987,1,0,1,0,"Spengler JR, Bergeron É, Rollin PE. Seroepidemiological Studies of Crimean-Congo Hemorrhagic Fever Virus in Domestic and Wild Animals. Clements ACA, ed. PLoS Neglected Tropical Diseases. 2016;10(1):e0004210. doi:10.1371/journal.pntd.0004210."
ungulates,Diceros_bicornis,Orbivirus African horse sickness virus,Virus,RNA virus,0.06,34,Serology,terrestrial,Fischer-Tenhagen et al 2000,0,0,1,0,NA
ungulates,Diceros_bicornis,Orbivirus African horse sickness virus,Virus,RNA virus,0.06,53,Serology,terrestrial,Fischer-Tenhagen et al 2000,0,0,1,0,NA
ungulates,Diceros_bicornis,Orbivirus African horse sickness virus,Virus,RNA virus,0.25,20,Serology,terrestrial,Fischer-Tenhagen et al 2000,0,0,1,0,NA
ungulates,Diceros_bicornis,Orbivirus Bluetongue virus,Virus,RNA virus,0.36,33,Serology,terrestrial,Fischer-Tenhagen et al 2000,0,0,1,0,NA
ungulates,Diceros_bicornis,Orbivirus Bluetongue virus,Virus,RNA virus,0.77,47,Serology,terrestrial,Fischer-Tenhagen et al 2000,0,0,1,0,NA
ungulates,Diceros_bicornis,Orbivirus Bluetongue virus,Virus,RNA virus,0.86,21,Serology,terrestrial,Fischer-Tenhagen et al 2000,0,0,1,0,NA
ungulates,Diceros_bicornis,Orbivirus Bluetongue virus,Virus,RNA virus,0.22,9,Serology,terrestrial,Fischer-Tenhagen et al 2000,0,0,1,0,NA
ungulates,Diceros_bicornis,Orbivirus Epizootic hemorrhagic disease virus,Virus,RNA virus,0.03,34,Serology,terrestrial,Fischer-Tenhagen et al 2000,0,0,1,0,NA
ungulates,Diceros_bicornis,Orbivirus Epizootic hemorrhagic disease virus,Virus,RNA virus,0.08,52,Serology,terrestrial,Fischer-Tenhagen et al 2000,0,0,1,0,NA
ungulates,Diceros_bicornis,Orbivirus Epizootic hemorrhagic disease virus,Virus,RNA virus,0.25,20,Serology,terrestrial,Fischer-Tenhagen et al 2000,0,0,1,0,NA
ungulates,Diceros_bicornis,Orbivirus Epizootic hemorrhagic disease virus,Virus,RNA virus,0.11,9,Serology,terrestrial,Fischer-Tenhagen et al 2000,0,0,1,0,NA
ungulates,Diceros_bicornis,Orthobunyavirus Akabane virus,Virus,RNA virus,0.65,34,Serology,terrestrial,Fischer-Tenhagen et al 2000,0,0,1,0,NA
ungulates,Diceros_bicornis,Orthobunyavirus Akabane virus,Virus,RNA virus,0.56,45,Serology,terrestrial,Fischer-Tenhagen et al 2000,0,0,1,0,NA
ungulates,Diceros_bicornis,Orthobunyavirus Akabane virus,Virus,RNA virus,0.14,7,Serology,terrestrial,Fischer-Tenhagen et al 2000,0,0,1,0,NA
ungulates,Diceros_bicornis,Orthobunyavirus Akabane virus,Virus,RNA virus,1,9,Serology,terrestrial,Fischer-Tenhagen et al 2000,0,0,1,0,NA
ungulates,Diceros_bicornis,Oxyuris karamoja,Helminth,Nematoda,1,2,NA,terrestrial,Knapp et al 1997,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. g. 237"
ungulates,Diceros_bicornis,Oxyuris karamoja,Helminth,Nematoda,1,2,NA,terrestrial,Knapp et al 1997,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. g. 237"
ungulates,Diceros_bicornis,Parabronema roundi,Helminth,Nematoda,1,2,NA,terrestrial,Knapp et al 1997,0,0,1,0,NA
ungulates,Diceros_bicornis,Pestivirus Bovine viral diarrhea virus 1,Virus,RNA virus,0.006,167,Serology,terrestrial,Anderson & Rowe 1998,1,0,0,0,Bachofen et al. Veterinary Research. 2013.
ungulates,Diceros_bicornis,Pestivirus Bovine viral diarrhea virus 1,Virus,RNA virus,0.05,21,Serology,terrestrial,Fischer-Tenhagen et al 2000,1,0,0,0,Bachofen et al. Veterinary Research. 2013.
ungulates,Diceros_bicornis,Phlebovirus Rift Valley phlebovirus,Virus,RNA virus,0.14,110,Serology,terrestrial,Anderson & Rowe 1998,0,0,1,0,NA
ungulates,Diceros_bicornis,Probstmayria vivipara,Helminth,Nematoda,1,2,NA,terrestrial,Knapp et al 1997,0,1,0,0,Smith HJ. Probstmayria vivipara pinworms in ponies. Canadian Journal of Comparative Medicine. 1979;43(3):341-342.
ungulates,Diceros_bicornis,Probstmayria vivipara,Helminth,Nematoda,1,2,NA,terrestrial,Knapp et al 1997,0,1,0,0,Smith HJ. Probstmayria vivipara pinworms in ponies. Canadian Journal of Comparative Medicine. 1979;43(3):341-342.
ungulates,Diceros_bicornis,Respirovirus Human parainfluenza virus 3,Virus,RNA virus,0.79,14,Serology,terrestrial,Fischer-Tenhagen et al 2000,1,0,0,0,NA
ungulates,Diceros_bicornis,Respirovirus Human parainfluenza virus 3,Virus,RNA virus,0.09,53,Serology,terrestrial,Fischer-Tenhagen et al 2000,1,0,0,0,NA
ungulates,Diceros_bicornis,Respirovirus Human parainfluenza virus 3,Virus,RNA virus,0.4,20,Serology,terrestrial,Fischer-Tenhagen et al 2000,1,0,0,0,NA
ungulates,Diceros_bicornis,Respirovirus Human parainfluenza virus 3,Virus,RNA virus,0.22,9,Serology,terrestrial,Fischer-Tenhagen et al 2000,1,0,0,0,NA
ungulates,Diceros_bicornis,Rhipicephalus compositus,Arthropod,Arthropoda,1,1,DirectOther,terrestrial,Nijhof et al 2003,0,1,0,0,NA
ungulates,Diceros_bicornis,Rhipicephalus longiceps,Arthropod,Arthropoda,0.047,22,DirectOther,terrestrial,Penzhorn et al 2008,NA,NA,NA,NA,NA
ungulates,Diceros_bicornis,Rhipicephalus maculatus,Arthropod,Arthropoda,1,3,NA,terrestrial,Knapp et al 1997,0,1,0,0,NA
ungulates,Diceros_bicornis,Rhipicephalus maculatus,Arthropod,Arthropoda,1,3,NA,terrestrial,Knapp et al 1997,0,1,0,0,NA
ungulates,Diceros_bicornis,Rhipicephalus maculatus,Arthropod,Arthropoda,1,3,NA,terrestrial,Knapp et al 1997,0,1,0,0,NA
ungulates,Diceros_bicornis,Rhipicephalus maculatus,Arthropod,Arthropoda,1,3,NA,terrestrial,Knapp et al 1997,0,1,0,0,NA
ungulates,Diceros_bicornis,Rhipicephalus maculatus,Arthropod,Arthropoda,1,3,NA,terrestrial,Knapp et al 1997,0,1,0,0,NA
ungulates,Diceros_bicornis,Rhipicephalus muehlensi,Arthropod,Arthropoda,0.5,3,NA,terrestrial,Knapp et al 1997,0,1,0,0,NA
ungulates,Diceros_bicornis,Rhipicephalus muehlensi,Arthropod,Arthropoda,0.67,3,NA,terrestrial,Knapp et al 1997,0,1,0,0,NA
ungulates,Diceros_bicornis,Rhipicephalus muehlensi,Arthropod,Arthropoda,0.5,3,NA,terrestrial,Knapp et al 1997,0,1,0,0,NA
ungulates,Diceros_bicornis,Rhipicephalus muehlensi,Arthropod,Arthropoda,1,3,NA,terrestrial,Knapp et al 1997,0,1,0,0,NA
ungulates,Diceros_bicornis,Rhipicephalus muehlensi,Arthropod,Arthropoda,1,3,NA,terrestrial,Knapp et al 1997,0,1,0,0,NA
ungulates,Diceros_bicornis,Theileria bicornis,Protozoa,Apicomplexa,0.545,11,PCR,terrestrial,Nijhof et al 2003,0,0,1,0,NA
ungulates,Diceros_bicornis,Toxoplasma gondii,Protozoa,Apicomplexa,0.273,11,Serology,terrestrial,Hove and Mukaratirwa 2005,1,1,0,1,"Robert-Gangneux F, Dardé M-L. Epidemiology of and Diagnostic Strategies for Toxoplasmosis. Clinical Microbiology Reviews. 2012;25(2):264-296. doi:10.1128/CMR.05013-11.;;Robert-Gangneux F, Dardé M-L. Epidemiology of and Diagnostic Strategies for Toxoplasmosis. Clinical Microbiology Reviews. 2012;25(2):264-296. doi:10.1128/CMR.05013-11."
ungulates,Diceros_bicornis,Trypanosoma congolense,Protozoa,Euglenozoa,1,1,NA,terrestrial,Mihok et al 1992,0,0,1,0,NA
ungulates,Diceros_bicornis,Trypanosoma congolense,Protozoa,Euglenozoa,1,1,NA,terrestrial,Mihok et al 1992,0,0,1,0,NA
ungulates,Diceros_bicornis,Trypanosoma congolense,Protozoa,Euglenozoa,1,1,NA,terrestrial,Mihok et al 1992,0,0,1,0,NA
ungulates,Diceros_bicornis,Varicellovirus Bovine alphaherpesvirus 1,Virus,DNA virus,0.09,47,Serology,terrestrial,Fischer-Tenhagen et al 2000,1,0,0,0,"Muylkens, Benoît, et al. ""Bovine herpesvirus 1 infection and infectious bovine rhinotracheitis."" Veterinary research 38.2 (2007): 181-209."
ungulates,Diceros_bicornis,Varicellovirus Equid alphaherpesvirus 1,Virus,DNA virus,0.06,34,Serology,terrestrial,Fischer-Tenhagen et al 2000,1,0,0,0,NA
ungulates,Diceros_bicornis,Varicellovirus Equid alphaherpesvirus 1,Virus,DNA virus,0.24,21,Serology,terrestrial,Fischer-Tenhagen et al 2000,1,0,0,0,NA
ungulates,Diceros_bicornis,Varicellovirus Equid alphaherpesvirus 1,Virus,DNA virus,0.11,9,Serology,terrestrial,Fischer-Tenhagen et al 2000,1,0,0,0,NA
carnivores,Eira_barbara,Amblyomma ovale,Arthropod,Arthropoda,1,1,DirectOther,terrestrial,Labruna et al. 2005,0,1,0,0,NA
carnivores,Enhydra_lutris,Arcanobacterium phocae,Bacteria,Actinobacteria,0.044,114,DirectOther,marine,Johnson et al. 2003a,0,1,0,0,NA
carnivores,Enhydra_lutris,Arcanobacterium phocae,Bacteria,Actinobacteria,1,1,DirectOther,marine,Kreuder et al. 2003,0,1,0,0,NA
carnivores,Enhydra_lutris,Bordetella bronchiseptica,Bacteria,Proteobacteria,1,1,Other,marine,Staveley et al. 2003,1,1,0,0,"Pathak AK, Boag B, Poss M, Harvill E, Cattadori IM. Seasonal incidence of Bordetella Bronchiseptica in an age-structured free-living rabbit population. Epidemiology and Infection. 2011;"
carnivores,Enhydra_lutris,Brucella sp.,Bacteria,Proteobacteria,0.077,65,Serology,marine,Hanni et al. 2003,NA,NA,NA,NA,NA
carnivores,Enhydra_lutris,Brucella sp.,Bacteria,Proteobacteria,0.059,68,Serology,marine,Hanni et al. 2003,NA,NA,NA,NA,NA
carnivores,Enhydra_lutris,Campylobacter sp.,Bacteria,Proteobacteria,0.065,244,DirectFecal,marine,Miller et al. 2010,NA,NA,NA,NA,NA
carnivores,Enhydra_lutris,Campylobacter sp.,Bacteria,Proteobacteria,0.03,137,DirectFecal,marine,Miller et al. 2010,NA,NA,NA,NA,NA
carnivores,Enhydra_lutris,Campylobacter sp.,Bacteria,Proteobacteria,0.11,107,DirectFecal,marine,Miller et al. 2010,NA,NA,NA,NA,NA
carnivores,Enhydra_lutris,Cardiovirus Cardiovirus A,Virus,RNA virus,0.55,44,Serology,marine,Kreuder et al. 2005,1,1,0,0,NA
carnivores,Enhydra_lutris,Clostridioides difficile,Bacteria,Firmicutes,0.06,194,DirectFecal,marine,Miller et al. 2010,0,1,0,0,"Forbes, Sahm and Weissfeld. Bailey & Scott Diagnostic Microbiology. 2002. pg 512"
carnivores,Enhydra_lutris,Clostridioides difficile,Bacteria,Firmicutes,0.08,98,DirectFecal,marine,Miller et al. 2010,0,1,0,0,"Forbes, Sahm and Weissfeld. Bailey & Scott Diagnostic Microbiology. 2002. pg 512"
carnivores,Enhydra_lutris,Clostridioides difficile,Bacteria,Firmicutes,0.04,96,DirectFecal,marine,Miller et al. 2010,0,1,0,0,"Forbes, Sahm and Weissfeld. Bailey & Scott Diagnostic Microbiology. 2002. pg 512"
carnivores,Enhydra_lutris,Clostridium perfringens,Bacteria,Firmicutes,0.46,107,DirectFecal,marine,Miller et al. 2010,1,1,0,0,"Dua, Kirti. Infectious Diseases of Farm Animals. 2012. pg. 134;;Uzal FA, Freedman JC, Shrestha A, et al. Towards an understanding of the role of Clostridium perfringens toxins in human and animal disease. Future microbiology. 2014;9(3):361-377. doi:10.2217/fmb.13.168."
carnivores,Enhydra_lutris,Clostridium perfringens,Bacteria,Firmicutes,0.13,137,DirectFecal,marine,Miller et al. 2010,1,1,0,0,"Dua, Kirti. Infectious Diseases of Farm Animals. 2012. pg. 134;;Uzal FA, Freedman JC, Shrestha A, et al. Towards an understanding of the role of Clostridium perfringens toxins in human and animal disease. Future microbiology. 2014;9(3):361-377. doi:10.2217/fmb.13.168."
carnivores,Enhydra_lutris,Clostridium perfringens,Bacteria,Firmicutes,0.275,244,DirectFecal,marine,Miller et al. 2010,1,1,0,0,"Dua, Kirti. Infectious Diseases of Farm Animals. 2012. pg. 134;;Uzal FA, Freedman JC, Shrestha A, et al. Towards an understanding of the role of Clostridium perfringens toxins in human and animal disease. Future microbiology. 2014;9(3):361-377. doi:10.2217/fmb.13.168."
carnivores,Enhydra_lutris,Corynosoma enhydri,Helminth,Acanthocephala,0.515,66,NA,marine,Margolis et al. 1997,0,0,0,1,NA
carnivores,Enhydra_lutris,Corynosoma enhydri,Helminth,Acanthocephala,0.944,162,DirectOther,marine,Mayer et al. 2003,0,0,0,1,NA
carnivores,Enhydra_lutris,Corynosoma sp.,Helminth,Acanthocephala,1,1,DirectOther,marine,Miller et al. 2001b,NA,NA,NA,NA,NA
carnivores,Enhydra_lutris,Diplogonoporus tetrapterus,Helminth,Platyhelminthes,0.121,66,NA,marine,Margolis et al. 1997,0,0,0,1,NA
carnivores,Enhydra_lutris,Leptospira interrogans,Bacteria,Spirochaetes,0.016,63,Serology,marine,Hanni et al. 2003,1,1,0,0,"Lehmann JS, Matthias MA, Vinetz JM, Fouts DE. Leptospiral Pathogenomics.Pathogens. 2014;3(2):280-308. ;Båverud V, Gunnarsson A, Engvall EO, Franzén P, Egenvall A. Leptospiraseroprevalence and associations between seropositivity, clinical disease and host factors in horses. Acta Veterinaria Scandinavica. 2009;51(1):15. ;;Lehmann JS, Matthias MA, Vinetz JM, Fouts DE. Leptospiral Pathogenomics.Pathogens. 2014;3(2):280-308."
carnivores,Enhydra_lutris,Leptospira interrogans,Bacteria,Spirochaetes,0.21,34,Serology,marine,Kreuder et al. 2005,1,1,0,0,"Lehmann JS, Matthias MA, Vinetz JM, Fouts DE. Leptospiral Pathogenomics.Pathogens. 2014;3(2):280-308. ;Båverud V, Gunnarsson A, Engvall EO, Franzén P, Egenvall A. Leptospiraseroprevalence and associations between seropositivity, clinical disease and host factors in horses. Acta Veterinaria Scandinavica. 2009;51(1):15. ;;Lehmann JS, Matthias MA, Vinetz JM, Fouts DE. Leptospiral Pathogenomics.Pathogens. 2014;3(2):280-308."
carnivores,Enhydra_lutris,Leptospira interrogans,Bacteria,Spirochaetes,0.09,34,Serology,marine,Kreuder et al. 2005,1,1,0,0,"Lehmann JS, Matthias MA, Vinetz JM, Fouts DE. Leptospiral Pathogenomics.Pathogens. 2014;3(2):280-308. ;Båverud V, Gunnarsson A, Engvall EO, Franzén P, Egenvall A. Leptospiraseroprevalence and associations between seropositivity, clinical disease and host factors in horses. Acta Veterinaria Scandinavica. 2009;51(1):15. ;;Lehmann JS, Matthias MA, Vinetz JM, Fouts DE. Leptospiral Pathogenomics.Pathogens. 2014;3(2):280-308."
carnivores,Enhydra_lutris,Leptospira interrogans,Bacteria,Spirochaetes,0.09,34,Serology,marine,Kreuder et al. 2005,1,1,0,0,"Lehmann JS, Matthias MA, Vinetz JM, Fouts DE. Leptospiral Pathogenomics.Pathogens. 2014;3(2):280-308. ;Båverud V, Gunnarsson A, Engvall EO, Franzén P, Egenvall A. Leptospiraseroprevalence and associations between seropositivity, clinical disease and host factors in horses. Acta Veterinaria Scandinavica. 2009;51(1):15. ;;Lehmann JS, Matthias MA, Vinetz JM, Fouts DE. Leptospiral Pathogenomics.Pathogens. 2014;3(2):280-308."
carnivores,Enhydra_lutris,Leptospira interrogans,Bacteria,Spirochaetes,0.06,34,Serology,marine,Kreuder et al. 2005,1,1,0,0,"Lehmann JS, Matthias MA, Vinetz JM, Fouts DE. Leptospiral Pathogenomics.Pathogens. 2014;3(2):280-308. ;Båverud V, Gunnarsson A, Engvall EO, Franzén P, Egenvall A. Leptospiraseroprevalence and associations between seropositivity, clinical disease and host factors in horses. Acta Veterinaria Scandinavica. 2009;51(1):15. ;;Lehmann JS, Matthias MA, Vinetz JM, Fouts DE. Leptospiral Pathogenomics.Pathogens. 2014;3(2):280-308."
carnivores,Enhydra_lutris,Leptospira interrogans,Bacteria,Spirochaetes,0.09,34,Serology,marine,Kreuder et al. 2005,1,1,0,0,"Lehmann JS, Matthias MA, Vinetz JM, Fouts DE. Leptospiral Pathogenomics.Pathogens. 2014;3(2):280-308. ;Båverud V, Gunnarsson A, Engvall EO, Franzén P, Egenvall A. Leptospiraseroprevalence and associations between seropositivity, clinical disease and host factors in horses. Acta Veterinaria Scandinavica. 2009;51(1):15. ;;Lehmann JS, Matthias MA, Vinetz JM, Fouts DE. Leptospiral Pathogenomics.Pathogens. 2014;3(2):280-308."
carnivores,Enhydra_lutris,Morbillivirus sp.,Virus,RNA virus,1,3,PCR,marine,Sundar et al. 2008b,NA,NA,NA,NA,NA
carnivores,Enhydra_lutris,Neospora caninum,Protozoa,Apicomplexa,0.148,115,Serology,marine,Dubey et al. 2003b,1,1,0,1,"Donahoe SL, Lindsay SA, Krockenberger M, Phalen D, Šlapeta J. A review of neosporosis and pathologic findings of Neospora caninum infection in wildlife.International Journal for Parasitology: Parasites and Wildlife. 2015;4(2):216-238. ;Donahoe et al. International Journal for Prasitology: Parasites and Wildlife. 2015."
carnivores,Enhydra_lutris,Neospora caninum,Protozoa,Apicomplexa,0.367,30,Serology,marine,Dubey et al. 2003b,1,1,0,1,"Donahoe SL, Lindsay SA, Krockenberger M, Phalen D, Šlapeta J. A review of neosporosis and pathologic findings of Neospora caninum infection in wildlife.International Journal for Parasitology: Parasites and Wildlife. 2015;4(2):216-238. ;Donahoe et al. International Journal for Prasitology: Parasites and Wildlife. 2015."
carnivores,Enhydra_lutris,Orthosplanchnus fraterculus,Helminth,Platyhelminthes,0.5,68,NA,marine,Margolis et al. 1997,NA,NA,NA,NA,NA
carnivores,Enhydra_lutris,Plesiomonas shigelloides,Bacteria,Proteobacteria,0.04,137,DirectFecal,marine,Miller et al. 2010,0,1,0,0,"Klontz EH, Faruque ASG, Das SK, et al. Clinical and Epidemiologic Features of Diarrheal Disease due to Aeromonas hydrophila and Plesiomonas shigelloides Infections Compared with Those due to Vibrio cholerae Non-O1 and Vibrio parahaemolyticus in Bangladesh. ISRN Microbiology. 2012;2012:654819."
carnivores,Enhydra_lutris,Plesiomonas shigelloides,Bacteria,Proteobacteria,0.053,244,DirectFecal,marine,Miller et al. 2010,0,1,0,0,"Klontz EH, Faruque ASG, Das SK, et al. Clinical and Epidemiologic Features of Diarrheal Disease due to Aeromonas hydrophila and Plesiomonas shigelloides Infections Compared with Those due to Vibrio cholerae Non-O1 and Vibrio parahaemolyticus in Bangladesh. ISRN Microbiology. 2012;2012:654819."
carnivores,Enhydra_lutris,Plesiomonas shigelloides,Bacteria,Proteobacteria,0.07,107,DirectFecal,marine,Miller et al. 2010,0,1,0,0,"Klontz EH, Faruque ASG, Das SK, et al. Clinical and Epidemiologic Features of Diarrheal Disease due to Aeromonas hydrophila and Plesiomonas shigelloides Infections Compared with Those due to Vibrio cholerae Non-O1 and Vibrio parahaemolyticus in Bangladesh. ISRN Microbiology. 2012;2012:654819."
carnivores,Enhydra_lutris,Profilicollis sp.,Helminth,Acanthocephala,1,15,DirectOther,marine,Kreuder et al. 2003,NA,NA,NA,NA,NA
carnivores,Enhydra_lutris,Pseudoterranova decipiens,Helminth,Nematoda,0.015,66,NA,marine,Margolis et al. 1997,0,0,0,1,NA
carnivores,Enhydra_lutris,Salmonella sp.,Bacteria,Proteobacteria,0.02,107,DirectFecal,marine,Miller et al. 2010,NA,NA,NA,NA,NA
carnivores,Enhydra_lutris,Salmonella sp.,Bacteria,Proteobacteria,0.014,244,DirectFecal,marine,Miller et al. 2010,NA,NA,NA,NA,NA
carnivores,Enhydra_lutris,Salmonella sp.,Bacteria,Proteobacteria,0.01,137,DirectFecal,marine,Miller et al. 2010,NA,NA,NA,NA,NA
carnivores,Enhydra_lutris,Sarcocystis neurona,Protozoa,Apicomplexa,1,2,DirectOther,marine,Dubey et al. 2001c,0,1,0,1,Fayer R. Sarcocystis spp. in Human Infections. Clinical Microbiology Reviews. 2004;17(4):894-902. doi:10.1128/CMR.17.4.894-902.2004.;Fayer R. Sarcocystis spp. in Human Infections. Clinical Microbiology Reviews. 2004;17(4):894-902. doi:10.1128/CMR.17.4.894-902.2004.
carnivores,Enhydra_lutris,Sarcocystis neurona,Protozoa,Apicomplexa,0.75,24,Serology,marine,Johnson et al. 2009,0,1,0,1,Fayer R. Sarcocystis spp. in Human Infections. Clinical Microbiology Reviews. 2004;17(4):894-902. doi:10.1128/CMR.17.4.894-902.2004.;Fayer R. Sarcocystis spp. in Human Infections. Clinical Microbiology Reviews. 2004;17(4):894-902. doi:10.1128/CMR.17.4.894-902.2004.
carnivores,Enhydra_lutris,Sarcocystis neurona,Protozoa,Apicomplexa,0.331,118,Serology,marine,Johnson et al. 2009,0,1,0,1,Fayer R. Sarcocystis spp. in Human Infections. Clinical Microbiology Reviews. 2004;17(4):894-902. doi:10.1128/CMR.17.4.894-902.2004.;Fayer R. Sarcocystis spp. in Human Infections. Clinical Microbiology Reviews. 2004;17(4):894-902. doi:10.1128/CMR.17.4.894-902.2004.
carnivores,Enhydra_lutris,Sarcocystis neurona,Protozoa,Apicomplexa,1,4,DirectOther,marine,Kreuder et al. 2003,0,1,0,1,Fayer R. Sarcocystis spp. in Human Infections. Clinical Microbiology Reviews. 2004;17(4):894-902. doi:10.1128/CMR.17.4.894-902.2004.;Fayer R. Sarcocystis spp. in Human Infections. Clinical Microbiology Reviews. 2004;17(4):894-902. doi:10.1128/CMR.17.4.894-902.2004.
